initial_sentence,follow_sentence,generated_sentence,Bleu_1,Bleu_2,Bleu_3,Bleu_4,METEOR,ROUGE_L,CIDEr,SkipThoughtCS,EmbeddingAverageCosineSimilairty,VectorExtremaCosineSimilarity,GreedyMatchingScore
The current focus on preparing youths in foster care for emancipation has largely ignored the critical role foster parents have always played in preparing youths to leave their homes and take their place as successful adults in our society.,"To assure that programs to enhance youths' skills and abilities to function responsibly are fully effective, they must include foster parents.",the magnitude of the logarithm of the logarithm of the logarithm of the logarithm of the logarithm of the logarithm of the logarithm of the logarithm of the number of dut dut dutjarius -ifenstein unknowns.,2.857142857061225e-17,2.8988551781782e-17,2.942025050026701e-17,2.9867390495494086e-17,0.007393715341959335,0,0,0.6331902742385864,0.434139,0.014991,0.488368
Sixteen patients showed adherence inhibition and 14 adherence stimulation.,None of 8 patients with breast cancer reacted to the extract of lung tumor.,"the results of the study were, respectively, and, and the mean, and the standard were, respectively, and, respectively, respectively, and the mean, and the standard, were, respectively.",0.07407407407133063,1.6878989450757279e-09,4.84824202339428e-12,2.6250368735977527e-13,0.032128514056224904,0.10347752332485156,0,0.5531750321388245,0.691769,0.344521,0.587383
Development of the myocardial contractile system.,"Recent studies regarding developmental changes in the myocardial contractile system from fetal, newborn, and adult animals are reviewed.",the role of the development of the the integrity of the the wall of the heart and of the the contraction of the heart in the v. v. v. v. v. v. v.,0.09090909090633613,0.05330017908726226,4.508497995091161e-07,1.3220369604551861e-09,0.04238346165928071,0.08282416836388323,0,0.5781161785125732,0.68615,0.118264,0.575851
The derived primary structure of tissue factor has been confirmed by comparison to protein and peptide sequence data.,"The sequence of the mature protein suggests that there are three distinct domains: extracellular, residues 1-219; hydrophobic, residues 220-242; and cytoplasmic, residues 243-263.","the results of the results of the the results of the results of the monoclinic monoclinic and the monoclinic lattices, the monoclinic monoclinic lattices and the monoclinic lattices. i. e.",0.0999999999966667,0.058722021949479244,4.975247119152253e-07,1.4614031921262565e-09,0.034618849905414674,0.11596958174904944,0,0.6285812854766846,0.600659,0.290717,0.58662
"The technique was most successful if applied to fat rich intimal proliferation of hypercholesterolemic rabbits, while the fibromuscular plaques of dog femoral arteries and of human common carotid arteries were less sensitive to the treatment.",Osmotic or denaturing pretreatments increased the efficiency of the different proteolytic enzymes.,the results of the treatment of the lesions of the femoral and of the femoral vessels were similar in the treatment of the lesions of the [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] groups.,0.07692307692110456,0.044992127065415964,3.7962701403234574e-07,1.1103047724285478e-09,0.03609136259921405,0.1300639658848614,0,0.5277078747749329,0.552963,0.23435,0.654349
"Accordingly, this study evaluated superoxide anion generation evoked by phorbol myristate acetate (PMA) and chemotactic responses to formylmethionylleucylphenylalanine (fMLP) in PMNs isolated from rats treated acutely or subchronically with nicotine and from rats chronically exposed to cigarette smoke.",Acute or subchronic (twice daily for 7 days) i.p.,the results of the study of the number of the tables of the imf of the imf of the number of the tables of the tables of the tables of the tables of the number of patients were compared.,2.5641025640368184e-17,2.597621667263174e-17,2.632186702273938e-17,2.6678529803596046e-17,0,0,0,0.6127640008926392,0.623119,0.312176,0.427932
Analysis of structure and natural variation in a previously uncharacterized region between trp and tonB.,We present the sequence of a 3500-bp region of the Escherichia coli strain K12 chromosome lying between the tryptophan operon and the tonB gene.,"the results of the the results of the the results of the results of the results of the monoclinic lattices are the same as the monoclinic lattices, the monoclinic lattices and the monoclinic lattices.",0.20588235293512117,0.11170370790321245,7.305698301274616e-07,1.883240896012091e-09,0.05888590739871767,0.24912485414235705,0,0.7357488870620728,0.748773,0.240414,0.613307
"In mucosal leishmaniasis, if sufficient antimony can be administered in a regular daily dose, the relapse rate is small (3 of 42 patients followed for a mean of 5 years).","Also, antimony treatment of the initial skin ulcer due to Lbb followed for a mean of 4 years of 83 patients resulted in subsequent mucosal metastasis in only 2.",the results of the results of the treatment of the patients with crohn's disease showed a complete remission [PAD] [PAD] [PAD]. 5 months ( 3 of 42 patients followed for a mean of 5 years ).,0.305555555547068,0.2288688541020835,0.18333757735173692,0.13901690971710404,0.13361389147477634,0.2824074074074074,0,0.6975936889648438,0.921895,0.506396,0.769834
"The disordered aggregations of red cells observed were larger in the nonionic agent but easily dispersed with minimal disturbance, suggesting limited clinical significance.","A series of coagulation experiments was conducted in which two types of plastic syringes and glass syringes, containing either iohexol or diatrizoate, were contaminated with blood and inspected for blood clots.",the immunogenicity of the rotation of the rotation of the rotation of the rotation of the rotation of the rotation of the rotation of the rotation of the rotation of the rotation of the direction of rotation was studied.,0.07692307692110456,1.4227759830242193e-09,3.796270140323458e-12,1.974432115677638e-13,0.02295552367288379,0.0583452893352463,0,0.6557331681251526,0.617567,0.190769,0.558531
Detection of human papillomavirus in cervical smears.,"A comparison of in situ hybridization, immunocytochemistry and cytopathology.",the results of the the results of the the results of the the results of the the results of the the results of the the results of the the results. v. v. v. v..,0.029411764705017336,9.440686400335144e-10,3.0312311475831867e-12,1.7313061339444439e-13,0.014814814814814815,0.051959114139693355,0,0.24067607522010803,0.566745,0.310979,0.659881
It is thought that the cell secretes 'empty' vesicles that accumulate amorphous Ca and P to form a hydroxy-apatite crystal.,This is followed by rupture of the vesicular membrane.,"the results of the the results of the the results of the monoclinic lattices are tabulated ; the monoclinic, the, the, and monoclinic lattices are compared with those of the monoclinic lattices.",0.06249999999804691,0.044901325505267965,4.065672163318063e-07,1.2338142098445796e-09,0.0538235244712004,0.10854092526690391,0,0.6898925304412842,0.712033,0.18657,0.603866
"Recombinant IL-2 induced a significant increase in the number of dense granules, hypertrophy of Golgi apparatus and rough endoplasmic reticulum, and mitosis of Leu-7+ cells and Leu-11a+ cells 4 or 7 days after stimulation.",These data indicate that: (1) the effect of LPS on the enhancement of NK cytotoxicity in PBMC may be a direct and/or indirect process involving production of lymphokines; (2) LPS has a direct effect on sorted Leu-11a+ cells; (3) IL-2 stimulates mitosis of Leu-7+ cells and Leu-11a+ cells; and (4) the LPS or IL-2 induced ultrastructural changes in Leu-11a+ cells are consistent with the enhanced NK cytotoxicity.,"the number of dense granules, the golgi apparatus, and rough endoplasmic reticulum, and the number of dense granules, golgi apparatus, and rough endoplasmic reticulum were increased in the presence of ml - 2 alone.",0.11142944518562996,1.1310516997111813e-09,2.4741798944641384e-12,1.1664140785558498e-13,0.03722897937599154,0.14960147148988348,0,0.6487911939620972,0.766388,0.238474,0.568571
"Two seropositive patients have developed AIDS, one with cryptococcal meningitis and another with a large cell immunoblastic lymphoma.",Infection with HIV has occurred with high frequency in hemophiliacs who received unmodified factor IX concentrates.,"the results of the results, the results of the results, the results of the results, the results of the results of the results of the results of the results of the results of the results of.",2.7777777777006175e-17,2.817180849015683e-17,2.857920734272793e-17,2.900074465588897e-17,0.009291521486643438,0,0,0.6381426453590393,0.638584,0.240399,0.403999
The emergence of this issue of how science should articulate with the public policy process follows a number of important trends of the past few years.,One is a much augmented degree of public interest in health and risks to health.,"the significance of the diagnosis and of the understanding of the clinical manifestations of the underlying disease of edentulous patients is briefly discussed, and the significance of the clinical manifestations of the underlying disease is discussed.",0.08333333333101856,1.5430334995774452e-09,4.121834950977566e-12,2.146295243729496e-13,0.042105263157894736,0.08472222222222221,0,0.7331417202949524,0.843925,0.318167,0.624533
Antibodies could be detected as early as 4 to 5 days after inoculation.,These findings were more pronounced in turkeys inoculated at 112 days of age than in birds inoculated at a younger age.,the results of the the determination of the distribution of the relative proportions of the glial cells in the vicinity of the cannula are arbitrary thomas. virginia. virginia. virginia... virginia....,0.06666666666444447,1.516196087106396e-09,4.346278690526959e-12,2.3482657121813303e-13,0.04696065690617272,0.08100929614873836,0,0.5642840266227722,0.75708,0.167032,0.561965
